airline,flightNumber,origin,destination,daysOfWeek,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,scheduledDepartureTime,scheduledArrivalTime,flightTime,flightTimeMinutes,rate
GoAir,1913,Ahmedabad,Goa,Tuesday,N,Y,N,N,N,N,N,18:45,20:30,01:45,105.00,3570
SpiceJet,3426,Goa,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:30,01:45,105.00,3570
Vistara,854,Bengaluru,Mumbai,Monday,Y,N,N,N,N,N,N,18:45,20:40,01:55,115.00,3910
SpiceJet,236,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:40,01:55,115.00,3910
SpiceJet,316,Mumbai,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:40,01:55,115.00,3910
IndiGo,6044,Varanasi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:40,01:55,115.00,3910
IndiGo,6728,Ahmedabad,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:40,01:55,115.00,3910
SpiceJet,6236,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:45,02:00,120.00,4080
SpiceJet,421,Hyderabad,Varanasi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:45,02:00,120.00,4080
SpiceJet,4417,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:45,02:00,120.00,4080
IndiGo,439,Mumbai,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:45,20:55,02:10,130.00,4420
IndiGo,439,Mumbai,Delhi,Monday,Y,N,N,N,N,N,N,18:45,20:55,02:10,130.00,4420
SpiceJet,158,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:55,02:10,130.00,4420
SpiceJet,125,Delhi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:55,02:10,130.00,4420
SpiceJet,8158,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,20:55,02:10,130.00,4420
GoAir,803,Bengaluru,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:45,20:55,02:10,130.00,4420
SpiceJet,325,Chennai,Ahmedabad,"Sunday,Monday,Saturday",Y,N,N,N,N,Y,Y,18:45,21:00,02:15,135.00,4590
SpiceJet,325,Chennai,Ahmedabad,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,18:45,21:00,02:15,135.00,4590
Alliance Air (India),890,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,Y,18:45,21:00,02:15,135.00,4590
IndiGo,601,Delhi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:05,02:20,140.00,4760
IndiGo,264,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:05,02:20,140.00,4760
IndiGo,2201,Delhi,Bhubaneswar,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Y,Y,N,Y,Y,Y,Y,18:45,21:05,02:20,140.00,4760
Vistara,738,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:10,02:25,145.00,4930
AirAsia India,1532,Bengaluru,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:10,02:25,145.00,4930
SpiceJet,4457,Udaipur,Kolkata,"Monday,Wednesday,Saturday",Y,N,Y,N,N,Y,N,18:45,21:15,02:30,150.00,5100
AirAsia India,1321,Bengaluru,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Y,Y,Y,N,Y,Y,Y,18:45,21:20,02:35,155.00,5270
Vistara,802,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:25,02:40,160.00,5440
IndiGo,792,Delhi,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:30,02:45,165.00,5610
GoAir,120,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:45,21:40,02:55,175.00,5950
IndiGo,2637,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Y,Y,N,Y,Y,Y,Y,18:45,21:40,02:55,175.00,5950
AirAsia India,747,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:40,02:55,175.00,5950
IndiGo,954,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:45,03:00,180.00,6120
AirAsia India,550,Kochi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:45,21:45,03:00,180.00,6120
AirAsia India,782,Jaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,19:35,00:45,45.00,1530
IndiGo,961,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,19:40,00:50,50.00,1700
IndiGo,961,Agartala,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,19:45,00:55,55.00,1870
IndiGo,574,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:50,19:50,01:00,60.00,2040
Vistara,638,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,19:50,01:00,60.00,2040
IndiGo,7322,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,19:55,01:05,65.00,2210
Jet Airways,756,Jaipur,Delhi,"Sunday,Tuesday,Friday",N,Y,N,N,Y,N,Y,18:50,20:00,01:10,70.00,2380
Jet Airways,756,Jaipur,Delhi,"Monday,Wednesday,Thursday,Saturday",Y,N,Y,Y,N,Y,N,18:50,20:00,01:10,70.00,2380
IndiGo,6695,Agartala,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:00,01:10,70.00,2380
SpiceJet,3092,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:05,01:15,75.00,2550
SpiceJet,2909,Bengaluru,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:05,01:15,75.00,2550
IndiGo,5079,Ahmedabad,Mumbai,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,18:50,20:05,01:15,75.00,2550
SpiceJet,3463,Bengaluru,Hyderabad,Monday,Y,N,N,N,N,N,N,18:50,20:10,01:20,80.00,2720
SpiceJet,3463,Bengaluru,Hyderabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:50,20:10,01:20,80.00,2720
IndiGo,855,Bengaluru,Hyderabad,Monday,Y,N,N,N,N,N,N,18:50,20:10,01:20,80.00,2720
IndiGo,5356,Udaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:10,01:20,80.00,2720
Jet Airways,913,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:15,01:25,85.00,2890
IndiGo,762,Indore,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:15,01:25,85.00,2890
TruJet,123,Hyderabad,Goa,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,18:50,20:20,01:30,90.00,3060
Air India,484,Raipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:20,01:30,90.00,3060
Vistara,716,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:25,01:35,95.00,3230
AirAsia India,713,Visakhapatnam,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:25,01:35,95.00,3230
IndiGo,6173,Chennai,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:25,01:35,95.00,3230
IndiGo,7318,Dehradun,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:30,01:40,100.00,3400
IndiGo,2698,Delhi,Vadodara,"Sunday,Tuesday,Wednesday,Thursday,Saturday",N,Y,Y,Y,N,Y,Y,18:50,20:30,01:40,100.00,3400
IndiGo,428,Kolkata,Varanasi,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,18:50,20:30,01:40,100.00,3400
IndiGo,6527,Udaipur,Delhi,Saturday,N,N,N,N,N,Y,N,18:50,20:30,01:40,100.00,3400
IndiGo,5252,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:30,01:40,100.00,3400
Air India,641,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:30,01:40,100.00,3400
IndiGo,5073,Mumbai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:30,01:40,100.00,3400
IndiGo,216,Visakhapatnam,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:35,01:45,105.00,3570
Air India,629,Mumbai,Nagpur,"Sunday,Tuesday,Wednesday,Friday,Saturday",N,Y,Y,N,Y,Y,Y,18:50,20:35,01:45,105.00,3570
Air India,629,Mumbai,MIHAN,"Sunday,Tuesday,Wednesday,Friday,Saturday",N,Y,Y,N,Y,Y,Y,18:50,20:35,01:45,105.00,3570
IndiGo,6128,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:35,01:45,105.00,3570
SpiceJet,2956,Jabalpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:35,01:45,105.00,3570
AirAsia India,1561,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:50,20:35,01:45,105.00,3570
Vistara,854,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:50,20:40,01:50,110.00,3740
SpiceJet,408,Hyderabad,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:40,01:50,110.00,3740
FlyBig,405,Hyderabad,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:40,01:50,110.00,3740
IndiGo,5239,Mumbai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:40,01:50,110.00,3740
Jetlite,418,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:45,01:55,115.00,3910
SpiceJet,311,Delhi,Aurangabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:45,01:55,115.00,3910
IndiGo,755,Mumbai,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:50,02:00,120.00,4080
Air India,850,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:55,02:05,125.00,4250
IndiGo,7264,Kolkata,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:55,02:05,125.00,4250
GoAir,323,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,20:55,02:05,125.00,4250
TruJet,179,Hyderabad,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:00,02:10,130.00,4420
IndiGo,243,Kolkata,Hyderabad,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,18:50,21:00,02:10,130.00,4420
SpiceJet,2933,Delhi,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:05,02:15,135.00,4590
IndiGo,6016,Chennai,Kolkata,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,18:50,21:10,02:20,140.00,4760
IndiGo,5037,Bhubaneswar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:15,02:25,145.00,4930
IndiGo,364,Chennai,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:20,02:30,150.00,5100
Air India,573,Bengaluru,Patna,"Sunday,Wednesday,Thursday",N,N,Y,Y,N,N,Y,18:50,21:20,02:30,150.00,5100
IndiGo,5005,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:25,02:35,155.00,5270
IndiGo,6386,Goa,Delhi,Saturday,N,N,N,N,N,Y,N,18:50,21:30,02:40,160.00,5440
GoAir,592,Kolkata,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:50,03:00,180.00,6120
IndiGo,6793,Kolkata,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:50,03:00,180.00,6120
Vistara,886,Kochi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:50,21:55,03:05,185.00,6290
Air India,513,Thiruvananthapuram,Delhi,Tuesday,N,Y,N,N,N,N,N,18:50,22:05,03:15,195.00,6630
Air India,510,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:35,00:40,40.00,1360
IndiGo,7996,Goa,Hubli,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:40,00:45,45.00,1530
IndiGo,7998,Goa,Hubli,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:50,00:55,55.00,1870
Alliance Air (India),538,Vijayawada,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:50,00:55,55.00,1870
IndiGo,7268,Thiruvananthapuram,Kochi,Monday,Y,N,N,N,N,N,N,18:55,19:55,01:00,60.00,2040
IndiGo,436,Indore,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:55,01:00,60.00,2040
IndiGo,436,Indore,MIHAN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:55,01:00,60.00,2040
IndiGo,411,Bhubaneswar,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,19:55,01:00,60.00,2040
GoAir,294,Bengaluru,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,18:55,20:00,01:05,65.00,2210
GoAir,294,Bengaluru,Hyderabad,Saturday,N,N,N,N,N,Y,N,18:55,20:00,01:05,65.00,2210
SpiceJet,1047,Hyderabad,Tirupati,Friday,N,N,N,N,Y,N,N,18:55,20:00,01:05,65.00,2210
IndiGo,7105,Ahmedabad,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:00,01:05,65.00,2210
SpiceJet,1267,Hyderabad,Rajahmundry,"Sunday,Monday,Wednesday,Thursday,Saturday",Y,N,Y,Y,N,Y,Y,18:55,20:05,01:10,70.00,2380
GoAir,294,Bengaluru,Hyderabad,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,18:55,20:05,01:10,70.00,2380
IndiGo,2193,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:05,01:10,70.00,2380
GoAir,736,Patna,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:10,01:15,75.00,2550
IndiGo,6113,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:10,01:15,75.00,2550
Akasa Air,1368,Bengaluru,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:10,01:15,75.00,2550
SpiceJet,8733,Delhi,Udaipur,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,18:55,20:15,01:20,80.00,2720
AirAsia India,453,Jaipur,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,18:55,20:15,01:20,80.00,2720
SpiceJet,3714,Bengaluru,Madurai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,18:55,20:15,01:20,80.00,2720
Alliance Air (India),760,Ranchi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:15,01:20,80.00,2720
SpiceJet,1059,Hyderabad,Visakhapatnam,"Sunday,Monday,Wednesday,Thursday,Saturday",Y,N,Y,Y,N,Y,Y,18:55,20:20,01:25,85.00,2890
IndiGo,621,Hyderabad,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:20,01:25,85.00,2890
SpiceJet,4053,Tirupati,Hyderabad,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,18:55,20:20,01:25,85.00,2890
IndiGo,6993,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:20,01:25,85.00,2890
IndiGo,7413,Dehradun,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:20,01:25,85.00,2890
Alliance Air (India),612,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:20,01:25,85.00,2890
SpiceJet,3562,Jaipur,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:25,01:30,90.00,3060
SpiceJet,3008,Bengaluru,Thiruvananthapuram,Monday,Y,N,N,N,N,N,N,18:55,20:25,01:30,90.00,3060
IndiGo,2039,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:30,01:35,95.00,3230
IndiGo,2039,Delhi,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:30,01:35,95.00,3230
Air India,571,Ahmedabad,Hyderabad,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,18:55,20:30,01:35,95.00,3230
IndiGo,3117,Mangalore,Mumbai,Thursday,N,N,N,Y,N,N,N,18:55,20:30,01:35,95.00,3230
IndiGo,216,Visakhapatnam,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:55,20:35,01:40,100.00,3400
SpiceJet,6283,Kochi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:35,01:40,100.00,3400
IndiGo,268,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:35,01:40,100.00,3400
GoAir,718,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,18:55,20:35,01:40,100.00,3400
IndiGo,7727,Chennai,Mangalore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:35,01:40,100.00,3400
Jet Airways,498,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:40,01:45,105.00,3570
IndiGo,2698,Delhi,Vadodara,Friday,N,N,N,N,Y,N,N,18:55,20:40,01:45,105.00,3570
IndiGo,524,Visakhapatnam,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:45,01:50,110.00,3740
IndiGo,7168,Ahmedabad,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:45,01:50,110.00,3740
IndiGo,7168,Ahmedabad,MIHAN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:45,01:50,110.00,3740
Air India,489,Delhi,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:45,01:50,110.00,3740
IndiGo,799,Mumbai,Bengaluru,"Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,N,18:55,20:50,01:55,115.00,3910
Vistara,788,Guwahati,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:55,02:00,120.00,4080
IndiGo,5031,Nagpur,Delhi,Saturday,N,N,N,N,N,Y,N,18:55,20:55,02:00,120.00,4080
IndiGo,5031,MIHAN,Delhi,Saturday,N,N,N,N,N,Y,N,18:55,20:55,02:00,120.00,4080
Air India,489,Delhi,Surat,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,18:55,20:55,02:00,120.00,4080
Vistara,865,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:55,02:00,120.00,4080
IndiGo,2244,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,20:55,02:00,120.00,4080
IndiGo,3119,Delhi,Mumbai,Tuesday,N,Y,N,N,N,N,N,18:55,21:00,02:05,125.00,4250
GoAir,2607,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:05,02:10,130.00,4420
SpiceJet,927,Bengaluru,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,18:55,21:10,02:15,135.00,4590
SpiceJet,331,Chennai,Patna,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,18:55,21:10,02:15,135.00,4590
Vistara,977,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:15,02:20,140.00,4760
IndiGo,543,Kochi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:25,02:30,150.00,5100
IndiGo,5163,Delhi,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:30,02:35,155.00,5270
IndiGo,437,Jaipur,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:35,02:40,160.00,5440
GoAir,119,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:35,02:40,160.00,5440
SpiceJet,5518,Hyderabad,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:45,02:50,170.00,5780
IndiGo,6603,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,18:55,21:45,02:50,170.00,5780
