airline,flightNumber,origin,destination,daysOfWeek,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,scheduledDepartureTime,scheduledArrivalTime,flightTime,flightTimeMinutes,rate
GoAir,605,Kolkata,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:40,01:10,70.00,2380
Alliance Air (India),806,Kullu,Delhi,Saturday,N,N,N,N,N,Y,N,08:30,09:40,01:10,70.00,2380
IndiGo,5237,Vadodara,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:40,01:10,70.00,2380
IndiGo,6221,Jaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:40,01:10,70.00,2380
Air India,3832,Thoise,Delhi,"Sunday,Wednesday,Friday",N,N,Y,N,Y,N,Y,08:30,09:45,01:15,75.00,2550
IndiGo,7266,Tirupati,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:45,01:15,75.00,2550
IndiGo,581,Kochi,Chennai,"Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,N,08:30,09:45,01:15,75.00,2550
Air India,515,Hyderabad,Bengaluru,Monday,Y,N,N,N,N,N,N,08:30,09:50,01:20,80.00,2720
Jet Airways,314,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,08:30,09:50,01:20,80.00,2720
IndiGo,2036,Bhopal,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:50,01:20,80.00,2720
Alliance Air (India),805,Delhi,Kullu,"Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,N,08:30,09:50,01:20,80.00,2720
GoAir,661,Hyderabad,Goa,Saturday,N,N,N,N,N,Y,N,08:30,09:55,01:25,85.00,2890
GoAir,196,Jammu,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:55,01:25,85.00,2890
SpiceJet,4026,Guwahati,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,09:55,01:25,85.00,2890
AirAsia India,1452,Bengaluru,Visakhapatnam,Monday,Y,N,N,N,N,N,N,08:30,10:00,01:30,90.00,3060
AirAsia India,2386,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:00,01:30,90.00,3060
IndiGo,6427,Dehradun,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:00,01:30,90.00,3060
Alliance Air (India),814,Kangra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:05,01:35,95.00,3230
IndiGo,382,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:05,01:35,95.00,3230
IndiGo,5338,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:05,01:35,95.00,3230
Vistara,971,Delhi,Pune,Friday,N,N,N,N,Y,N,N,08:30,10:10,01:40,100.00,3400
IndiGo,416,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:10,01:40,100.00,3400
IndiGo,2393,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:15,01:45,105.00,3570
Alliance Air (India),814,Kangra,Delhi,Saturday,N,N,N,N,N,Y,N,08:30,10:15,01:45,105.00,3570
Vistara,846,Bengaluru,Mumbai,Friday,N,N,N,N,Y,N,N,08:30,10:15,01:45,105.00,3570
SpiceJet,3435,Ahmedabad,Gwalior,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:15,01:45,105.00,3570
IndiGo,2175,Delhi,Ahmedabad,Saturday,N,N,N,N,N,Y,N,08:30,10:15,01:45,105.00,3570
IndiGo,5287,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:15,01:45,105.00,3570
SpiceJet,2955,Jabalpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:15,01:45,105.00,3570
IndiGo,634,Lucknow,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:20,01:50,110.00,3740
IndiGo,644,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,08:30,10:20,01:50,110.00,3740
IndiGo,7101,Mangalore,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:20,01:50,110.00,3740
GoAir,141,Nagpur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:20,01:50,110.00,3740
GoAir,141,MIHAN,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:20,01:50,110.00,3740
IndiGo,421,Hyderabad,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:20,01:50,110.00,3740
IndiGo,5211,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:20,01:50,110.00,3740
IndiGo,702,Bengaluru,Indore,Monday,Y,N,N,N,N,N,N,08:30,10:25,01:55,115.00,3910
IndiGo,378,Bengaluru,Raipur,"Sunday,Wednesday,Friday",N,N,Y,N,Y,N,Y,08:30,10:25,01:55,115.00,3910
IndiGo,378,Bengaluru,Raipur,"Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,N,08:30,10:25,01:55,115.00,3910
IndiGo,395,Raipur,Lucknow,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,08:30,10:25,01:55,115.00,3910
IndiGo,6201,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:25,01:55,115.00,3910
Vistara,946,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:25,01:55,115.00,3910
IndiGo,502,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,08:30,10:30,02:00,120.00,4080
SpiceJet,3002,Jabalpur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:30,02:00,120.00,4080
IndiGo,916,Varanasi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:35,02:05,125.00,4250
IndiGo,2769,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,08:30,10:35,02:05,125.00,4250
IndiGo,2137,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:40,02:10,130.00,4420
Vistara,971,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,08:30,10:40,02:10,130.00,4420
IndiGo,2139,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:40,02:10,130.00,4420
Jet Airways,355,Mumbai,Delhi,"Friday,Saturday",N,N,N,N,Y,Y,N,08:30,10:45,02:15,135.00,4590
Jet Airways,355,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,Y,08:30,10:45,02:15,135.00,4590
IndiGo,188,Chennai,Port Blair,"Sunday,Friday",N,N,N,N,Y,N,Y,08:30,10:45,02:15,135.00,4590
GoAir,375,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:45,02:15,135.00,4590
SpiceJet,8904,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,10:45,02:15,135.00,4590
AirAsia India,967,Bagdogra,Delhi,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,08:30,10:55,02:25,145.00,4930
IndiGo,5078,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:00,02:30,150.00,5100
IndiGo,5316,Ranchi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:05,02:35,155.00,5270
IndiGo,344,Bengaluru,Kolkata,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,08:30,11:05,02:35,155.00,5270
SpiceJet,2963,Gwalior,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:10,02:40,160.00,5440
IndiGo,375,Bhubaneswar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:15,02:45,165.00,5610
SpiceJet,8391,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:15,02:45,165.00,5610
IndiGo,2394,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:25,02:55,175.00,5950
IndiGo,2367,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:30,03:00,180.00,6120
GoAir,386,Srinagar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:30,03:00,180.00,6120
IndiGo,389,Guwahati,Bengaluru,Monday,Y,N,N,N,N,N,N,08:30,11:45,03:15,195.00,6630
AirAsia India,629,Guwahati,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:45,03:15,195.00,6630
IndiGo,389,Guwahati,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:30,11:50,03:20,200.00,6800
SpiceJet,830,Bengaluru,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:30,11:50,03:20,200.00,6800
IndiGo,5314,Agartala,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:25,00:50,50.00,1700
Air India,592,Bengaluru,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:35,01:00,60.00,2040
IndiGo,822,Ranchi,Kolkata,Monday,Y,N,N,N,N,N,N,08:35,09:40,01:05,65.00,2210
IndiGo,822,Ranchi,Kolkata,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,09:40,01:05,65.00,2210
IndiGo,833,Agartala,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:40,01:05,65.00,2210
IndiGo,7152,Ahmedabad,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:40,01:05,65.00,2210
IndiGo,2652,Guwahati,Dibrugarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:40,01:05,65.00,2210
Jet Airways,714,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:45,01:10,70.00,2380
Jet Airways,714,Mangalore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,09:45,01:10,70.00,2380
IndiGo,186,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:45,01:10,70.00,2380
IndiGo,5232,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:45,01:10,70.00,2380
Alliance Air (India),882,Tirupati,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:50,01:15,75.00,2550
SpiceJet,3467,Dehradun,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:50,01:15,75.00,2550
GoAir,101,Delhi,Varanasi,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,08:35,09:50,01:15,75.00,2550
IndiGo,6425,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:50,01:15,75.00,2550
Alliance Air (India),804,Kullu,Delhi,Saturday,N,N,N,N,N,Y,N,08:35,09:50,01:15,75.00,2550
GoAir,715,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:55,01:20,80.00,2720
IndiGo,548,Visakhapatnam,Chennai,"Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,N,08:35,09:55,01:20,80.00,2720
IndiGo,548,Visakhapatnam,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,09:55,01:20,80.00,2720
IndiGo,548,Visakhapatnam,Chennai,"Sunday,Friday,Saturday",N,N,N,N,Y,Y,Y,08:35,09:55,01:20,80.00,2720
IndiGo,548,Visakhapatnam,Chennai,Friday,N,N,N,N,Y,N,N,08:35,09:55,01:20,80.00,2720
SpiceJet,2861,Dehradun,Delhi,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,08:35,10:00,01:25,85.00,2890
IndiGo,688,Bengaluru,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:00,01:25,85.00,2890
IndiGo,205,Mumbai,Dehradun,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,08:35,10:00,01:25,85.00,2890
Alliance Air (India),713,Kangra,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,08:35,10:00,01:25,85.00,2890
IndiGo,644,Hyderabad,Goa,Saturday,N,N,N,N,N,Y,N,08:35,10:05,01:30,90.00,3060
SpiceJet,3474,Dehradun,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:05,01:30,90.00,3060
IndiGo,861,Kolkata,Dibrugarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:05,01:30,90.00,3060
IndiGo,2047,Mumbai,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:05,01:30,90.00,3060
IndiGo,5018,Mumbai,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:05,01:30,90.00,3060
IndiGo,6554,Delhi,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:05,01:30,90.00,3060
GoAir,502,Kochi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:10,01:35,95.00,3230
IndiGo,2363,Delhi,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:10,01:35,95.00,3230
IndiGo,312,Bengaluru,Nagpur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,10:15,01:40,100.00,3400
IndiGo,312,Bengaluru,MIHAN,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,10:15,01:40,100.00,3400
IndiGo,5017,Delhi,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:15,01:40,100.00,3400
IndiGo,646,Surat,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:15,01:40,100.00,3400
IndiGo,718,Bhubaneswar,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:15,01:40,100.00,3400
Air India,604,Bengaluru,Mumbai,"Wednesday,Friday,Saturday",N,N,Y,N,Y,Y,N,08:35,10:35,02:00,120.00,4080
IndiGo,7113,Rajahmundry,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:35,02:00,120.00,4080
IndiGo,115,Bhubaneswar,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,10:40,02:05,125.00,4250
IndiGo,6513,Kolkata,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:40,02:05,125.00,4250
GoAir,173,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,08:35,10:45,02:10,130.00,4420
SpiceJet,113,Hyderabad,Darbhanga,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:45,02:10,130.00,4420
IndiGo,552,Delhi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:50,02:15,135.00,4590
Star Air,150,Hyderabad,Jamnagar,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,08:35,10:50,02:15,135.00,4590
Star Air,150,Hyderabad,Jamnagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:50,02:15,135.00,4590
GoAir,101,Kolkata,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:55,02:20,140.00,4760
GoAir,705,Mumbai,Ranchi,Saturday,N,N,N,N,N,Y,N,08:35,10:55,02:20,140.00,4760
GoAir,381,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,08:35,10:55,02:20,140.00,4760
Vistara,815,Delhi,Bengaluru,Saturday,N,N,N,N,N,Y,N,08:35,10:55,02:20,140.00,4760
IndiGo,758,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,10:55,02:20,140.00,4760
SpiceJet,971,Ahmedabad,Varanasi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,08:35,11:00,02:25,145.00,4930
AirAsia India,632,Ranchi,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,11:05,02:30,150.00,5100
AirAsia India,2473,Kolkata,Bengaluru,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,08:35,11:10,02:35,155.00,5270
GoAir,393,Kolkata,Pune,Friday,N,N,N,N,Y,N,N,08:35,11:10,02:35,155.00,5270
GoAir,2411,Mumbai,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,11:10,02:35,155.00,5270
SpiceJet,389,Kolkata,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,11:15,02:40,160.00,5440
IndiGo,897,Bengaluru,Varanasi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,11:15,02:40,160.00,5440
IndiGo,904,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,11:20,02:45,165.00,5610
AirAsia India,762,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,11:30,02:55,175.00,5950
GoAir,805,Bengaluru,Jaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:35,11:30,02:55,175.00,5950
SpiceJet,8211,Delhi,Goa,Friday,N,N,N,N,Y,N,N,08:35,11:35,03:00,180.00,6120
IndiGo,2163,Bengaluru,Delhi,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,08:35,11:40,03:05,185.00,6290
IndiGo,2163,Bengaluru,Delhi,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,08:35,11:40,03:05,185.00,6290
AirAsia India,792,Kochi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,11:45,03:10,190.00,6460
IndiGo,927,Guwahati,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:35,11:50,03:15,195.00,6630
GoAir,950,Jammu,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,Y,08:40,09:20,00:40,40.00,1360
Alliance Air (India),806,Kullu,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,08:40,09:20,00:40,40.00,1360
IndiGo,2986,Dibrugarh,Guwahati,"Tuesday,Friday",N,Y,N,N,Y,N,N,08:40,09:35,00:55,55.00,1870
IndiGo,7263,Kochi,Calicut,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,08:40,09:45,01:05,65.00,2210
SpiceJet,3748,Dibrugarh,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:45,01:05,65.00,2210
Star Air,117,Bengaluru,Kalaburgi (Gulbarga),"Sunday,Monday,Wednesday,Friday",Y,N,Y,N,Y,N,Y,08:40,09:45,01:05,65.00,2210
IndiGo,6815,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:45,01:05,65.00,2210
IndiGo,151,Hyderabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Y,Y,Y,N,Y,Y,Y,08:40,09:55,01:15,75.00,2550
IndiGo,2507,Gorakhpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:55,01:15,75.00,2550
IndiGo,169,Bhopal,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:55,01:15,75.00,2550
SpiceJet,4126,Guwahati,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:55,01:15,75.00,2550
Vistara,717,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:55,01:15,75.00,2550
IndiGo,7437,Rajkot,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,09:55,01:15,75.00,2550
IndiGo,791,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:00,01:20,80.00,2720
IndiGo,733,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:05,01:25,85.00,2890
FlyBig,222,Passighat,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:05,01:25,85.00,2890
SpiceJet,608,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:10,01:30,90.00,3060
Air India,481,Delhi,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:10,01:30,90.00,3060
SpiceJet,391,Guwahati,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:10,01:30,90.00,3060
Air India,481,Delhi,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,08:40,10:15,01:35,95.00,3230
IndiGo,506,Hyderabad,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:15,01:35,95.00,3230
IndiGo,2433,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,08:40,10:15,01:35,95.00,3230
